,RCHRG_DT,Subscriber_ID,RCHRG_DNM_TYP_VAL,FRST_RCHRG_TME,LST_RCHRG_TME,RCHRG_PP_CRD_CHNL,MIN_RCHRG_AMT,MAX_RCHRG_AMT,TOTAL_RCHRG_AMT,ACTL_RCHRG_AMT,TOTAL_NMBR_OF_RCHRG_CNT,UNIT_OF_MSR
3354,26-Jan-19,550,100,20:02:09,20:02:09,PHYSICAL,100,100,100,100,1,SAR
3355,18-Feb-19,550,20,13:55:13,13:55:13,PHYSICAL,20,20,20,20,1,SAR
3356,7-Mar-19,755,15,16:16:25,16:16:25,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3357,27-Feb-19,194,-99999,12:41:10,12:41:10,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
3358,24-Mar-19,523,20,16:54:14,16:54:14,PHYSICAL,20,20,20,20,1,SAR
3359,19-Jan-19,25,20,19:52:33,19:52:33,PHYSICAL,20,20,20,20,1,SAR
3360,28-Mar-19,56,20,15:43:57,15:43:57,PHYSICAL,20,20,20,20,1,SAR
3361,28-Jan-19,341,50,8:04:04,8:04:04,PHYSICAL,50,50,50,50,1,SAR
3362,14-Feb-19,597,15,19:08:20,19:08:20,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3363,25-Feb-19,548,20,13:18:41,13:18:41,PHYSICAL,20,20,20,20,1,SAR
3364,12-Mar-19,525,15,17:54:21,17:54:21,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3365,30-Mar-19,789,0,8:49:29,8:49:29,PHYSICAL,5,5,5,0,1,SAR
3366,31-Mar-19,628,20,14:23:34,14:23:34,PHYSICAL,20,20,20,20,1,SAR
3367,15-Feb-19,584,20,0:00:23,0:00:23,PHYSICAL,20,20,20,20,1,SAR
3368,1-Mar-19,967,20,22:48:57,22:48:57,PHYSICAL,20,20,20,20,1,SAR
3369,14-Feb-19,502,15,13:27:11,18:46:50,PHYSICAL,15.24,15.24,30.48,30,2,SAR
3370,6-Mar-19,56,20,18:56:52,18:56:52,PHYSICAL,20,20,20,20,1,SAR
3371,21-Mar-19,565,20,7:54:34,7:54:34,PHYSICAL,20,20,20,20,1,SAR
3372,25-Feb-19,359,0,17:54:17,17:54:17,PHYSICAL,0,0,0,0,1,SAR
3373,2-Mar-19,924,20,20:04:05,20:04:05,PHYSICAL,20,20,20,20,1,SAR
3374,5-Feb-19,791,10,6:54:49,6:54:49,PHYSICAL,10,10,10,10,1,SAR
3375,23-Mar-19,72,15,17:18:29,17:18:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3376,20-Feb-19,450,0,18:22:54,18:22:54,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3377,2-Mar-19,684,15,22:15:26,22:15:26,PHYSICAL,15,15,15,15,1,SAR
3378,16-Jan-19,524,20,20:34:20,20:34:20,PHYSICAL,20,20,20,20,1,SAR
3379,3-Mar-19,984,20,18:23:00,18:23:00,PHYSICAL,20,20,20,20,1,SAR
3380,5-Mar-19,264,20,23:18:59,23:18:59,PHYSICAL,20,20,20,20,1,SAR
3381,9-Feb-19,297,100,19:26:41,19:26:41,PHYSICAL,100,100,100,100,1,SAR
3382,5-Feb-19,523,50,13:50:12,13:50:12,PHYSICAL,50,50,50,50,1,SAR
3383,12-Feb-19,630,15,9:02:52,9:02:52,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3384,5-Mar-19,524,50,15:22:15,15:22:15,PHYSICAL,50,50,50,50,1,SAR
3385,2-Feb-19,368,20,11:39:33,11:39:33,PHYSICAL,20,20,20,20,1,SAR
3386,11-Mar-19,240,20,18:14:27,18:14:27,PHYSICAL,20,20,20,20,1,SAR
3387,27-Feb-19,135,15,0:20:04,0:20:04,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3388,27-Jan-19,99,0,17:36:17,17:36:17,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3389,10-Mar-19,324,20,20:06:24,20:06:24,PHYSICAL,20,20,20,20,1,SAR
3390,26-Mar-19,288,50,15:00:04,15:00:04,PHYSICAL,50,50,50,50,1,SAR
3391,9-Jan-19,229,15,20:57:29,20:57:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3392,24-Feb-19,443,20,7:22:46,7:22:46,PHYSICAL,20,20,20,20,1,SAR
3393,11-Feb-19,751,0,10:49:33,10:49:33,PHYSICAL,5.5,5.5,5.5,0,1,SAR
3394,9-Feb-19,711,50,16:51:47,16:51:47,PHYSICAL,50,50,50,50,1,SAR
3395,23-Feb-19,714,20,15:26:02,15:26:02,PHYSICAL,20,20,20,20,1,SAR
3396,2-Feb-19,500,50,20:01:15,20:01:15,PHYSICAL,50,50,50,50,1,SAR
3397,12-Jan-19,137,0,20:16:08,20:16:08,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3398,25-Feb-19,527,15,11:09:44,11:09:44,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3399,5-Feb-19,941,15,8:55:29,8:55:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3400,10-Mar-19,209,0,23:41:56,23:41:56,PHYSICAL,0,0,0,0,1,SAR
3401,28-Feb-19,1000,15,15:03:22,15:03:22,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3402,8-Mar-19,573,50,9:55:54,9:55:54,PHYSICAL,50,50,50,50,1,SAR
3403,26-Feb-19,424,15,21:06:23,21:06:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3404,20-Feb-19,689,15,17:12:13,17:12:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3405,26-Feb-19,407,15,16:52:48,16:52:48,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3406,12-Mar-19,664,15,20:40:29,20:40:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3407,9-Mar-19,573,100,12:32:18,12:32:18,PHYSICAL,100,100,100,100,1,SAR
3408,7-Feb-19,91,20,9:44:20,9:45:54,PHYSICAL,20,20,60,60,3,SAR
3409,4-Mar-19,525,20,0:52:49,0:52:49,PHYSICAL,20,20,20,20,1,SAR
3410,10-Feb-19,677,100,0:27:34,0:27:34,PHYSICAL,100,100,100,100,1,SAR
3411,19-Feb-19,382,15,18:23:30,18:23:30,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3412,18-Feb-19,453,300,15:07:24,15:07:24,PHYSICAL,300,300,300,300,1,SAR
3413,10-Mar-19,984,20,17:17:03,17:17:03,PHYSICAL,20,20,20,20,1,SAR
3414,29-Mar-19,566,20,18:50:50,18:50:50,PHYSICAL,20,20,20,20,1,SAR
3415,10-Mar-19,386,15,12:06:17,12:06:17,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3416,31-Mar-19,885,25,22:04:54,22:04:54,ELECTRONIC,25,25,25,25,1,SAR
3417,28-Jan-19,128,50,20:17:23,20:17:23,PHYSICAL,50,50,50,50,1,SAR
3418,16-Mar-19,684,20,22:17:42,22:17:42,PHYSICAL,20,20,20,20,1,SAR
3419,18-Feb-19,725,0,8:46:16,8:46:16,PHYSICAL,0,0,0,0,1,SAR
3420,13-Feb-19,582,20,20:38:56,20:38:56,PHYSICAL,20,20,20,20,1,SAR
3421,2-Mar-19,525,30,14:49:29,14:49:29,PHYSICAL,30,30,30,30,1,SAR
3422,4-Mar-19,618,20,23:27:41,23:27:41,PHYSICAL,20,20,20,20,1,SAR
3423,27-Jan-19,93,50,14:45:26,14:45:26,PHYSICAL,50,50,50,50,1,SAR
3424,5-Jan-19,632,30,2:29:44,2:29:44,PHYSICAL,30,30,30,30,1,SAR
3425,26-Feb-19,714,50,9:03:54,9:03:54,PHYSICAL,50,50,50,50,1,SAR
3426,11-Mar-19,902,15,21:40:22,21:40:22,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3427,27-Jan-19,230,100,6:23:26,6:23:26,PHYSICAL,100,100,100,100,1,SAR
3428,26-Mar-19,754,15,20:32:59,20:32:59,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3429,7-Mar-19,940,20,13:56:36,13:56:36,PHYSICAL,20,20,20,20,1,SAR
3430,25-Mar-19,424,15,17:25:13,17:25:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3431,15-Feb-19,381,15,4:11:52,4:11:52,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3432,24-Jan-19,348,20,22:40:59,22:40:59,PHYSICAL,20,20,20,20,1,SAR
3433,12-Feb-19,271,0,17:07:44,17:07:44,PHYSICAL,0,0,0,0,1,SAR
3434,3-Mar-19,696,100,7:51:20,7:51:20,PHYSICAL,100,100,100,100,1,SAR
3435,31-Jan-19,155,0,13:42:08,13:42:08,PHYSICAL,8,8,8,0,1,SAR
3436,1-Mar-19,887,15,13:50:25,13:50:25,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3437,31-Jan-19,631,0,20:31:07,20:31:07,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3438,7-Feb-19,241,50,19:35:00,19:35:00,PHYSICAL,50,50,50,50,1,SAR
3439,2-Mar-19,635,50,19:13:39,19:13:39,PHYSICAL,50,50,50,50,1,SAR
3440,5-Mar-19,928,50,16:49:26,16:49:26,PHYSICAL,50,50,50,50,1,SAR
3441,9-Feb-19,251,100,15:19:40,15:19:40,PHYSICAL,100,100,100,100,1,SAR
3442,29-Mar-19,69,15,15:43:31,15:43:31,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3443,30-Mar-19,583,15,18:37:08,18:37:08,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3444,12-Feb-19,755,15,0:30:09,0:30:09,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3445,5-Mar-19,132,15,18:09:02,18:09:02,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3446,5-Feb-19,990,-99999,22:45:58,22:45:58,PHYSICAL,-5.5,-5.5,-5.5,,1,SAR
3447,31-Jan-19,756,20,23:19:06,23:19:06,PHYSICAL,20,20,20,20,1,SAR
3448,12-Jan-19,609,15,16:21:19,16:21:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3449,12-Feb-19,381,25,10:52:15,10:52:15,ELECTRONIC,25,25,25,25,1,SAR
3450,1-Apr-19,120,15,15:08:10,15:08:10,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3451,29-Jan-19,909,0,9:24:38,9:24:38,PHYSICAL,0,0,0,0,1,SAR
3452,8-Jan-19,368,50,21:55:04,21:55:04,PHYSICAL,50,50,50,50,1,SAR
3453,17-Jan-19,702,15,21:28:14,21:28:14,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3454,21-Mar-19,633,0,19:56:35,19:56:35,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3455,14-Mar-19,739,15,17:30:35,17:30:35,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3456,10-Mar-19,867,20,9:16:52,9:16:52,PHYSICAL,20,20,20,20,1,SAR
3457,6-Feb-19,523,20,0:52:30,0:52:30,PHYSICAL,20,20,20,20,1,SAR
3458,6-Feb-19,535,20,8:41:38,8:41:38,PHYSICAL,20,20,20,20,1,SAR
3459,1-Apr-19,582,15,22:06:55,22:06:55,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3460,6-Feb-19,438,20,22:12:19,22:12:19,PHYSICAL,20,20,20,20,1,SAR
3461,20-Mar-19,471,30,17:38:05,17:38:50,PHYSICAL,30,30,60,60,2,SAR
3462,11-Mar-19,974,50,14:18:22,14:18:22,PHYSICAL,50,50,50,50,1,SAR
3463,25-Mar-19,114,50,14:45:05,14:45:05,PHYSICAL,50,50,50,50,1,SAR
3464,24-Mar-19,162,15,13:20:00,13:20:00,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3465,4-Feb-19,728,15,19:40:54,19:40:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3466,23-Jan-19,492,20,22:53:11,22:53:11,PHYSICAL,20,20,20,20,1,SAR
3467,24-Jan-19,172,20,12:50:43,12:50:43,PHYSICAL,20,20,20,20,1,SAR
3468,27-Feb-19,515,15,0:53:16,0:53:16,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3469,22-Feb-19,970,15,11:28:20,11:28:20,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3470,28-Mar-19,523,20,22:31:32,22:31:32,PHYSICAL,20,20,20,20,1,SAR
3471,17-Feb-19,583,15,23:28:25,23:28:25,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3472,26-Jan-19,716,0,22:45:51,22:45:51,PHYSICAL,0,0,0,0,1,SAR
3473,9-Jan-19,929,20,4:58:06,4:58:06,PHYSICAL,20,20,20,20,1,SAR
3474,28-Feb-19,166,15,10:16:46,10:16:46,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3475,6-Feb-19,753,15,18:00:52,18:01:28,PHYSICAL,15.24,15.24,30.48,30,2,SAR
3476,30-Mar-19,171,0,19:02:34,19:02:34,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3477,23-Mar-19,378,15,18:08:13,18:08:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3478,12-Feb-19,324,20,3:32:47,23:14:17,PHYSICAL,20,20,40,40,2,SAR
3479,7-Feb-19,392,15,20:37:27,20:37:27,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3480,16-Mar-19,584,15,19:25:58,19:25:58,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3481,23-Jan-19,517,15,19:57:02,19:57:02,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3482,13-Feb-19,56,20,23:25:32,23:25:32,PHYSICAL,20,20,20,20,1,SAR
3483,11-Feb-19,866,20,22:18:17,22:18:17,PHYSICAL,20,20,20,20,1,SAR
3484,25-Feb-19,316,15,14:25:36,14:25:36,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3485,13-Mar-19,380,15,0:23:37,0:23:37,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3486,5-Mar-19,375,15,22:20:39,22:20:39,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3487,7-Mar-19,390,15,12:55:39,12:55:39,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3488,27-Mar-19,753,15,10:03:19,19:14:05,PHYSICAL,15.24,15.24,30.48,30,2,SAR
3489,24-Feb-19,25,50,20:30:28,20:30:28,PHYSICAL,50,50,50,50,1,SAR
3490,16-Feb-19,396,20,22:12:36,22:12:36,PHYSICAL,20,20,20,20,1,SAR
3491,16-Mar-19,66,20,20:02:31,20:02:31,PHYSICAL,20,20,20,20,1,SAR
3492,3-Feb-19,641,15,1:19:39,1:19:39,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3493,13-Mar-19,964,15,2:37:40,2:37:40,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3494,15-Mar-19,109,15,20:11:22,20:11:22,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3495,24-Feb-19,803,100,15:12:24,15:12:24,PHYSICAL,100,100,100,100,1,SAR
3496,10-Feb-19,472,0,20:59:54,20:59:54,PHYSICAL,7,7,7,0,1,SAR
3497,6-Mar-19,413,20,18:00:27,18:00:27,PHYSICAL,20,20,20,20,1,SAR
3498,15-Feb-19,636,50,0:15:58,0:15:58,PHYSICAL,50,50,50,50,1,SAR
3499,6-Mar-19,929,20,20:58:58,20:58:58,PHYSICAL,20,20,20,20,1,SAR
3500,30-Mar-19,925,20,9:43:00,9:43:00,PHYSICAL,20,20,20,20,1,SAR
3501,31-Mar-19,806,20,14:59:13,14:59:13,PHYSICAL,20,20,20,20,1,SAR
3502,20-Jan-19,579,20,9:58:55,9:58:55,PHYSICAL,20,20,20,20,1,SAR
3503,18-Feb-19,375,0,18:07:03,18:07:03,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3504,6-Mar-19,771,15,7:46:27,7:46:27,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3505,14-Mar-19,326,20,20:03:40,20:03:40,PHYSICAL,20,20,20,20,1,SAR
3506,13-Mar-19,965,20,23:00:15,23:00:15,PHYSICAL,20,20,20,20,1,SAR
3507,27-Feb-19,756,15,19:39:55,19:39:55,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3508,21-Mar-19,269,20,14:42:07,14:42:07,PHYSICAL,20,20,20,20,1,SAR
3509,29-Mar-19,803,0,14:42:00,14:42:00,PHYSICAL,0,0,0,0,1,SAR
3510,30-Mar-19,580,15,5:50:13,5:50:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3511,2-Feb-19,919,0,17:07:25,17:07:25,PHYSICAL,5.5,5.5,5.5,0,1,SAR
3512,27-Feb-19,410,15,6:26:54,6:26:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3513,25-Mar-19,194,-99999,22:09:44,22:09:44,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
3514,1-Feb-19,853,15,3:29:24,3:29:24,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3515,20-Mar-19,522,20,19:01:39,19:01:39,PHYSICAL,20,20,20,20,1,SAR
3516,11-Feb-19,826,15,2:49:17,2:49:17,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3517,9-Feb-19,584,15,17:22:15,17:22:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3518,2-Mar-19,380,15,19:10:42,19:10:42,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3519,27-Feb-19,910,0,15:11:50,15:11:50,PHYSICAL,8,8,8,0,1,SAR
3520,7-Feb-19,140,50,1:54:45,1:54:45,PHYSICAL,50,50,50,50,1,SAR
3521,19-Feb-19,475,100,12:32:25,12:32:25,PHYSICAL,100,100,100,100,1,SAR
3522,17-Mar-19,141,100,0:43:39,0:43:39,PHYSICAL,100,100,100,100,1,SAR
3523,7-Mar-19,442,-99999,9:42:07,9:42:07,PHYSICAL,-10.5,-10.5,-10.5,,1,SAR
3524,11-Mar-19,271,15,11:17:17,11:17:17,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3525,11-Mar-19,545,15,16:52:09,16:52:09,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3526,28-Jan-19,169,15,20:50:57,20:50:57,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3527,9-Feb-19,642,30,21:35:53,21:35:53,PHYSICAL,30,30,30,30,1,SAR
3528,10-Jan-19,729,100,19:07:58,19:07:58,PHYSICAL,100,100,100,100,1,SAR
3529,26-Jan-19,75,25,23:23:22,23:23:22,ELECTRONIC,25,25,25,25,1,SAR
3530,30-Mar-19,596,20,8:52:20,8:52:20,PHYSICAL,20,20,20,20,1,SAR
3531,26-Jan-19,566,20,16:55:04,16:55:04,PHYSICAL,20,20,20,20,1,SAR
3532,27-Feb-19,586,15,8:04:07,8:04:07,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3533,30-Jan-19,939,15,3:03:17,3:03:17,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3534,1-Mar-19,721,20,19:22:54,19:22:54,PHYSICAL,20,20,20,20,1,SAR
3535,28-Feb-19,522,20,11:03:16,22:05:24,PHYSICAL,20,20,40,40,2,SAR
3536,19-Jan-19,631,25,16:52:50,16:52:50,PHYSICAL,25,25,25,25,1,SAR
3537,27-Jan-19,826,20,23:47:38,23:47:38,PHYSICAL,20,20,20,20,1,SAR
3538,28-Feb-19,341,50,0:20:17,0:20:17,PHYSICAL,50,50,50,50,1,SAR
3539,25-Mar-19,684,20,21:31:31,21:31:31,PHYSICAL,20,20,20,20,1,SAR
3540,7-Mar-19,592,20,10:00:31,10:00:31,PHYSICAL,20,20,20,20,1,SAR
3541,7-Mar-19,389,50,13:09:10,13:09:10,PHYSICAL,50,50,50,50,1,SAR
3542,15-Mar-19,179,20,17:43:13,17:43:13,PHYSICAL,20,20,20,20,1,SAR
3543,5-Mar-19,955,15,0:43:37,0:43:37,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3544,24-Mar-19,779,15,0:27:14,0:27:14,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3545,22-Feb-19,350,0,17:47:06,17:47:06,PHYSICAL,0,0,0,0,1,SAR
3546,10-Feb-19,303,15,22:59:03,22:59:03,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3547,16-Feb-19,25,20,0:48:06,0:48:06,PHYSICAL,20,20,20,20,1,SAR
3548,6-Mar-19,753,15,4:28:09,4:28:09,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3549,6-Jan-19,989,0,16:45:41,16:45:41,PHYSICAL,0,0,0,0,1,SAR
3550,20-Jan-19,406,100,22:23:39,22:23:39,PHYSICAL,100,100,100,100,1,SAR
3551,17-Jan-19,559,30,9:42:04,9:42:04,PHYSICAL,30,30,30,30,1,SAR
3552,21-Feb-19,140,0,2:03:36,2:03:36,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3553,22-Mar-19,366,15,22:22:37,22:22:37,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3554,14-Mar-19,754,20,15:22:10,15:22:10,PHYSICAL,20,20,20,20,1,SAR
3555,13-Mar-19,522,50,23:05:15,23:05:15,PHYSICAL,50,50,50,50,1,SAR
3556,3-Mar-19,628,0,15:17:11,15:17:11,PHYSICAL,7,7,7,0,1,SAR
3557,9-Jan-19,298,30,20:27:03,20:27:03,PHYSICAL,30,30,30,30,1,SAR
3558,27-Mar-19,540,0,15:05:56,15:05:56,ELECTRONIC,0,0,0,0,1,SAR
3559,5-Feb-19,754,15,22:41:43,22:41:43,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3560,21-Mar-19,836,20,12:44:36,12:44:36,PHYSICAL,20,20,20,20,1,SAR
3561,13-Mar-19,306,0,23:25:54,23:25:54,PHYSICAL,0,0,0,0,1,SAR
3562,10-Jan-19,750,0,15:50:26,15:50:26,PHYSICAL,5.5,5.5,5.5,0,1,SAR
3563,24-Feb-19,120,0,0:24:15,0:24:15,PHYSICAL,0,0,0,0,1,SAR
3564,19-Mar-19,710,15,11:34:06,11:34:06,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3565,5-Feb-19,453,100,12:20:03,12:20:03,PHYSICAL,100,100,100,100,1,SAR
3566,14-Feb-19,5,15,19:36:19,19:36:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3567,25-Jan-19,27,15,10:52:48,10:52:48,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3568,25-Mar-19,751,0,8:30:21,8:30:21,PHYSICAL,5.5,5.5,5.5,0,1,SAR
3569,16-Feb-19,380,15,15:05:27,15:05:27,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3570,15-Feb-19,18,0,21:31:53,21:31:53,PHYSICAL,0,0,0,0,1,SAR
3571,24-Mar-19,707,15,6:45:33,6:45:33,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3572,10-Jan-19,547,100,20:15:30,20:15:30,PHYSICAL,100,100,100,100,1,SAR
3573,31-Mar-19,522,20,0:07:03,0:07:03,PHYSICAL,20,20,20,20,1,SAR
3574,10-Mar-19,395,30,1:13:45,1:14:18,PHYSICAL,30,30,60,60,2,SAR
3575,25-Jan-19,230,15,11:43:46,11:43:46,PHYSICAL,15,15,15,15,1,SAR
3576,22-Mar-19,37,100,19:04:47,19:04:47,PHYSICAL,100,100,100,100,1,SAR
3577,2-Feb-19,25,20,20:40:58,20:40:58,PHYSICAL,20,20,20,20,1,SAR
3578,1-Mar-19,527,10,15:24:11,15:24:11,PHYSICAL,12,12,12,10,1,SAR
3579,27-Mar-19,998,0,16:26:19,16:26:19,ELECTRONIC,0,0,0,0,1,SAR
3580,19-Mar-19,522,50,13:42:04,13:42:04,PHYSICAL,50,50,50,50,1,SAR
3581,19-Mar-19,515,0,1:58:33,1:58:33,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3582,28-Feb-19,968,10,23:01:46,23:01:46,PHYSICAL,12,12,12,10,1,SAR
3583,5-Mar-19,852,20,22:45:34,22:45:34,PHYSICAL,20,20,20,20,1,SAR
3584,31-Mar-19,228,100,20:12:55,20:12:55,PHYSICAL,100,100,100,100,1,SAR
3585,27-Feb-19,522,20,13:57:24,13:57:24,PHYSICAL,20,20,20,20,1,SAR
3586,18-Feb-19,729,15,21:40:26,21:40:26,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3587,20-Jan-19,66,100,21:50:28,21:50:28,PHYSICAL,100,100,100,100,1,SAR
3588,28-Feb-19,679,20,18:14:05,18:14:05,PHYSICAL,20,20,20,20,1,SAR
3589,30-Mar-19,516,15,23:38:22,23:38:22,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3590,28-Feb-19,127,0,16:32:32,16:32:32,PHYSICAL,3.25,3.25,3.25,0,1,SAR
3591,2-Jan-19,193,-99999,22:28:34,22:28:34,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
3592,22-Mar-19,945,20,19:28:45,19:28:45,PHYSICAL,20,20,20,20,1,SAR
3593,7-Mar-19,784,10,18:05:15,18:05:15,PHYSICAL,10,10,10,10,1,SAR
3594,17-Feb-19,968,15,22:06:56,22:06:56,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3595,14-Mar-19,27,15,20:21:38,20:21:38,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3596,26-Feb-19,526,20,2:10:22,2:10:22,PHYSICAL,20,20,20,20,1,SAR
3597,25-Feb-19,582,15,0:18:45,0:18:45,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3598,3-Mar-19,850,20,11:04:14,11:05:08,PHYSICAL,20,20,60,60,3,SAR
3599,14-Mar-19,209,20,12:01:45,12:01:45,PHYSICAL,20,20,20,20,1,SAR
3600,17-Feb-19,381,15,12:02:15,12:02:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3601,31-Mar-19,580,20,20:21:18,20:21:18,PHYSICAL,20,20,20,20,1,SAR
3602,28-Jan-19,816,15,7:18:41,7:18:41,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3603,25-Mar-19,37,15,13:47:34,13:47:34,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3604,10-Jan-19,395,50,1:00:30,1:00:58,PHYSICAL,50,50,100,100,2,SAR
3605,18-Mar-19,524,50,13:07:55,13:07:55,PHYSICAL,50,50,50,50,1,SAR
3606,4-Mar-19,695,0,2:50:29,2:50:29,PHYSICAL,0,0,0,0,1,SAR
3607,1-Apr-19,373,15,15:40:02,15:40:02,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3608,13-Mar-19,976,0,21:47:59,21:47:59,PHYSICAL,5.5,5.5,5.5,0,1,SAR
3609,4-Feb-19,609,15,22:40:19,22:40:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3610,17-Mar-19,262,100,3:01:27,3:01:27,PHYSICAL,100,100,100,100,1,SAR
3611,7-Mar-19,712,0,1:40:28,1:40:28,PHYSICAL,8,8,8,0,1,SAR
3612,8-Mar-19,753,15,23:55:44,23:55:44,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3613,21-Feb-19,478,0,11:13:57,11:13:57,PHYSICAL,0,0,0,0,1,SAR
3614,27-Mar-19,888,20,17:00:28,17:00:28,PHYSICAL,20,20,20,20,1,SAR
3615,13-Mar-19,579,50,22:11:57,22:11:57,PHYSICAL,50,50,50,50,1,SAR
3616,31-Mar-19,535,100,21:50:50,21:50:50,PHYSICAL,100,100,100,100,1,SAR
3617,25-Feb-19,121,20,14:53:55,14:53:55,PHYSICAL,20,20,20,20,1,SAR
3618,8-Feb-19,181,15,1:18:34,1:18:34,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3619,10-Jan-19,421,15,21:02:15,21:02:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
3620,16-Feb-19,574,100,15:26:24,19:47:49,PHYSICAL,100,100,200,200,2,SAR
3621,8-Feb-19,582,20,0:50:50,0:50:50,PHYSICAL,20,20,20,20,1,SAR
